lamb flux f_syn wei
4043.0 1.09898 1.01795 7.036
4044.0 1.09537 1.009 6.638
4045.0 1.10045 0.9986 6.343
4046.0 0.99351 0.9913 6.582
4047.0 1.10413 0.99123 6.907
4048.0 1.11949 0.99837 7.368
4049.0 0.98558 1.00851 8.391
4050.0 1.0349 1.01687 8.681
4051.0 1.05239 1.0208 8.639
4052.0 0.99621 1.02004 9.066
4053.0 0.96702 1.01591 9.451
4054.0 0.91912 1.01106 9.956
4055.0 0.9322 1.00798 9.606
4056.0 0.97315 1.00722 9.048
4057.0 1.07141 1.00765 7.915
4058.0 1.01317 1.00845 7.561
4059.0 0.89984 1.00958 7.293
4060.0 0.9967 1.01017 6.755
4061.0 1.04379 1.00804 7.222
4062.0 0.89072 1.00199 8.377
4063.0 0.89524 0.99285 9.066
4064.0 1.01902 0.98257 9.02
4065.0 1.02397 0.97304 9.379
4066.0 1.0748 0.96609 9.144
4067.0 1.09596 0.96259 9.249
4068.0 1.03665 0.96181 9.676
4069.0 0.98342 0.96161 9.803
4070.0 1.00826 0.95974 9.34
4071.0 0.95591 0.95578 9.054
4072.0 0.95182 0.95176 8.219
4073.0 1.0796 0.95017 7.033
4074.0 1.10644 0.95071 6.397
4075.0 0.82962 0.9502 7.22
4076.0 0.9632 0.94603 7.173
4077.0 0.95192 0.93941 8.225
4078.0 1.10538 0.93502 8.066
4079.0 1.08029 0.93721 8.497
4080.0 0.96249 0.94614 9.5
4081.0 0.99779 0.95738 9.516
4082.0 0.99556 0.96541 9.633
4083.0 1.04482 0.96735 9.569
4084.0 1.11678 0.96405 9.265
4085.0 0.96215 0.9585 10.018
4086.0 0.89909 0.9532 9.758
4087.0 0.97345 0.94897 8.561
4088.0 1.03359 0.94516 7.995
4089.0 1.0188 0.94111 7.702
4090.0 0.86394 0.93718 7.941
4091.0 0.90485 0.93468 7.81
4092.0 1.08176 0.93358 0.0
4093.0 1.10839 0.93097 0.0
4094.0 0.99752 0.92254 0.0
4095.0 0.95868 0.90535 0.0
4096.0 0.98397 0.8795 0.0
4097.0 0.98921 0.84738 0.0
4098.0 0.9708 0.8112 0.0
4099.0 1.02671 0.77113 0.0
4100.0 1.06459 0.727 0.0
4101.0 1.18573 0.68273 0.0
4102.0 1.2832 0.64926 0.0
4103.0 1.29712 0.64015 0.0
4104.0 1.11189 0.66148 0.0
4105.0 1.04393 0.70609 0.0
4106.0 1.05689 0.75879 0.0
4107.0 0.96457 0.80617 0.0
4108.0 1.04899 0.84211 0.0
4109.0 1.08507 0.86695 0.0
4110.0 1.01055 0.8842 0.0
4111.0 1.07329 0.89759 0.0
4112.0 0.94391 0.90929 0.0
4113.0 0.93183 0.91959 9.708
4114.0 0.96361 0.92814 9.779
4115.0 0.94907 0.93461 10.228
4116.0 0.99181 0.93881 10.332
4117.0 1.04071 0.94055 10.081
4118.0 1.08783 0.93994 9.853
4119.0 1.05717 0.93794 9.856
4120.0 1.01685 0.93604 9.361
4121.0 1.0102 0.93563 6.187
4122.0 0.96491 0.93744 5.861
4123.0 1.03175 0.94147 5.382
4124.0 1.04375 0.94709 5.35
4125.0 0.92811 0.95267 8.038
4126.0 0.93146 0.95569 8.341
4127.0 1.00652 0.95442 8.512
4128.0 1.04697 0.9496 8.491
4129.0 1.03734 0.94406 8.913
4130.0 1.07443 0.94013 8.991
4131.0 1.03332 0.93799 9.571
4132.0 0.96448 0.93682 10.445
4133.0 0.99372 0.93715 10.632
4134.0 0.98647 0.94074 10.767
4135.0 0.99535 0.94827 10.513
4136.0 0.99139 0.95811 10.173
4137.0 1.03249 0.96735 9.723
4138.0 1.05936 0.97401 9.737
4139.0 1.05408 0.97746 9.799
4140.0 1.00536 0.9775 9.71
4141.0 0.9514 0.97338 9.277
4142.0 0.94643 0.96443 8.251
4143.0 0.95639 0.95212 7.46
4144.0 1.0262 0.94111 6.93
4145.0 1.03563 0.93679 6.9
4146.0 0.93631 0.94067 8.105
4147.0 0.97176 0.94922 8.638
4148.0 0.97002 0.95719 9.241
4149.0 0.96892 0.96179 9.757
4150.0 0.92935 0.96371 10.426
4151.0 0.8923 0.96475 10.978
4152.0 0.97045 0.96563 10.598
4153.0 0.98098 0.96578 10.704
4154.0 0.96238 0.96458 11.081
4155.0 0.95442 0.96262 11.282
4156.0 0.98245 0.96139 11.009
4157.0 0.97474 0.9622 11.017
4158.0 1.01256 0.96522 10.517
4159.0 0.97631 0.96916 10.872
4160.0 0.97856 0.97223 10.354
4161.0 0.97786 0.97353 10.083
4162.0 0.99793 0.97371 9.579
4163.0 0.96344 0.97408 9.327
4164.0 0.99044 0.9754 8.485
4165.0 1.02855 0.97724 8.057
4166.0 1.01162 0.97805 7.941
4167.0 0.96052 0.97643 8.01
4168.0 0.9306 0.97265 8.278
4169.0 0.98411 0.96785 7.982
4170.0 0.95081 0.96206 8.151
4171.0 1.01954 0.95405 7.264
4172.0 0.91261 0.94379 6.624
4173.0 0.80514 0.93427 6.744
4174.0 0.8744 0.92947 7.93
4175.0 0.91668 0.93055 9.328
4176.0 0.95006 0.93458 10.328
4177.0 0.94957 0.93735 10.95
4178.0 0.9814 0.93759 10.394
4179.0 0.97274 0.93743 9.743
4180.0 0.94639 0.93923 10.46
4181.0 0.91997 0.94302 11.456
4182.0 0.96414 0.94699 11.319
4183.0 1.00017 0.94985 11.029
4184.0 1.00271 0.95165 10.834
4185.0 1.02019 0.95249 10.409
4186.0 1.02554 0.95188 9.842
4187.0 0.96129 0.94968 9.57
4188.0 0.97683 0.94709 8.713
4189.0 1.00853 0.94549 8.017
4190.0 1.02555 0.94514 7.569
4191.0 1.02832 0.94559 7.581
4192.0 0.9907 0.94658 7.689
4193.0 0.94518 0.94764 7.813
4194.0 0.9252 0.94735 8.156
4195.0 0.9606 0.94395 8.075
4196.0 0.97509 0.93671 8.426
4197.0 0.90448 0.92657 9.146
4198.0 0.94438 0.9151 9.164
4199.0 0.96834 0.90424 9.268
4200.0 0.98745 0.89628 9.515
4201.0 0.91068 0.89297 10.445
4202.0 0.99483 0.89495 10.376
4203.0 1.00441 0.90143 10.351
4204.0 0.96387 0.91058 10.461
4205.0 0.94789 0.92044 10.425
4206.0 0.95021 0.92961 10.603
4207.0 0.89088 0.93715 11.109
4208.0 0.83195 0.94243 11.77
4209.0 0.9128 0.94528 11.221
4210.0 0.96385 0.94638 10.838
4211.0 0.96501 0.94675 10.74
4212.0 0.92861 0.94672 10.851
4213.0 0.94595 0.94543 10.41
4214.0 1.0145 0.94173 9.889
4215.0 1.00687 0.93587 9.847
4216.0 0.93258 0.9306 9.986
4217.0 0.92145 0.92966 9.918
4218.0 0.97704 0.93476 9.25
4219.0 0.94633 0.94362 8.923
4220.0 0.89484 0.95185 9.061
4221.0 1.01182 0.95584 8.08
4222.0 1.00386 0.95404 8.223
4223.0 0.87705 0.94638 8.901
4224.0 0.93886 0.93402 8.342
4225.0 0.91766 0.91936 8.745
4226.0 0.87917 0.9064 8.942
4227.0 1.00208 0.89976 8.139
4228.0 1.03832 0.90249 7.887
4229.0 0.94049 0.91322 8.65
4230.0 0.87471 0.92626 9.719
4231.0 0.90138 0.93479 10.058
4232.0 0.97453 0.93503 9.922
4233.0 0.96757 0.92863 10.144
4234.0 0.8485 0.92095 11.315
4235.0 0.85793 0.9167 11.664
4236.0 0.95414 0.91707 11.014
4237.0 0.9265 0.92035 11.291
4238.0 0.91454 0.92453 11.669
4239.0 0.91121 0.92877 12.018
4240.0 0.89584 0.93299 12.638
4241.0 0.87724 0.93687 13.139
4242.0 0.93121 0.94022 12.893
4243.0 1.00277 0.9433 12.273
4244.0 0.95076 0.94593 12.366
4245.0 0.92879 0.94673 12.505
4246.0 0.89629 0.94411 12.81
4247.0 0.90137 0.93818 12.592
4248.0 0.93004 0.93128 12.47
4249.0 0.91212 0.9258 12.287
4250.0 0.95459 0.92265 11.453
4251.0 0.89952 0.92151 11.882
4252.0 0.8519 0.9217 12.414
4253.0 0.89483 0.92232 11.956
4254.0 0.91697 0.92266 11.843
4255.0 0.82677 0.92291 12.354
4256.0 0.83955 0.92352 11.938
4257.0 0.93206 0.92408 11.043
4258.0 0.92056 0.92329 11.172
4259.0 0.88342 0.92051 11.361
4260.0 0.89746 0.91721 10.877
4261.0 0.89833 0.91621 10.243
4262.0 0.89411 0.91985 9.627
4263.0 0.82984 0.92782 9.81
4264.0 0.8579 0.9373 9.77
4265.0 0.93243 0.94462 9.481
4266.0 0.89835 0.9474 9.947
4267.0 0.93414 0.94541 9.61
4268.0 0.94221 0.93961 9.507
4269.0 0.85724 0.93102 10.111
4270.0 0.94195 0.9205 9.74
4271.0 0.93027 0.90921 9.818
4272.0 0.83852 0.89937 10.249
4273.0 0.88116 0.89343 10.013
4274.0 0.92838 0.89255 10.057
4275.0 0.96476 0.89644 10.208
4276.0 1.01096 0.904 9.943
4277.0 0.88898 0.91327 11.257
4278.0 0.87897 0.92193 11.444
4279.0 0.92294 0.92778 10.982
4280.0 0.96106 0.92997 10.697
4281.0 0.97117 0.92918 10.915
4282.0 0.92914 0.92685 11.48
4283.0 0.87861 0.92413 11.991
4284.0 0.91997 0.92156 11.889
4285.0 0.89031 0.91894 12.438
4286.0 0.81856 0.91544 13.405
4287.0 0.80825 0.91028 13.53
4288.0 0.82902 0.90306 13.329
4289.0 0.88337 0.89436 12.565
4290.0 0.91064 0.88618 12.012
4291.0 0.88237 0.88147 12.581
4292.0 0.94076 0.88161 12.157
4293.0 0.89667 0.88473 12.852
4294.0 0.87772 0.88715 13.43
4295.0 0.85607 0.88661 13.523
4296.0 0.80779 0.88337 14.014
4297.0 0.86713 0.87863 13.414
4298.0 0.90198 0.87251 13.362
4299.0 0.87904 0.8647 13.857
4300.0 0.85886 0.8559 14.429
4301.0 0.87123 0.84816 14.515
4302.0 0.86517 0.84362 14.512
4303.0 0.88725 0.8434 14.423
4304.0 0.89894 0.84717 14.593
4305.0 0.84818 0.85265 15.432
4306.0 0.83923 0.8566 15.545
4307.0 0.89195 0.85682 14.76
4308.0 0.85997 0.85424 14.803
4309.0 0.81835 0.85241 14.926
4310.0 0.84722 0.8542 14.723
4311.0 0.81586 0.85917 15.358
4312.0 0.80172 0.86438 15.686
4313.0 0.80954 0.8678 15.386
4314.0 0.83165 0.87066 14.666
4315.0 0.86193 0.87671 13.94
4316.0 0.88137 0.88781 13.552
4317.0 0.94352 0.90199 13.052
4318.0 0.96376 0.91459 13.098
4319.0 0.94746 0.92145 13.314
4320.0 0.93039 0.92171 13.383
4321.0 0.89561 0.91709 13.262
4322.0 0.91207 0.90971 12.867
4323.0 0.90968 0.90042 13.488
4324.0 0.87813 0.88892 14.171
4325.0 0.90192 0.87682 14.189
4326.0 0.88589 0.86836 14.353
4327.0 0.91068 0.86764 13.909
4328.0 0.94258 0.87384 13.65
4329.0 0.91785 0.88168 13.691
4330.0 0.90793 0.88574 0.0
4331.0 0.86962 0.88447 0.0
4332.0 0.8239 0.88003 0.0
4333.0 0.87632 0.87377 0.0
4334.0 0.90751 0.86478 0.0
4335.0 0.87686 0.84957 0.0
4336.0 0.85615 0.82385 0.0
4337.0 0.89422 0.78526 0.0
4338.0 0.97435 0.73592 0.0
4339.0 1.16493 0.68356 0.0
4340.0 1.43637 0.64013 0.0
4341.0 1.64383 0.61769 0.0
4342.0 1.56916 0.62262 0.0
4343.0 1.34049 0.65208 0.0
4344.0 1.08596 0.69555 0.0
4345.0 0.9135 0.74074 0.0
4346.0 0.87276 0.78012 0.0
4347.0 0.88468 0.81159 0.0
4348.0 0.89047 0.83546 0.0
4349.0 0.87244 0.85144 0.0
4350.0 0.85771 0.85871 0.0
4351.0 0.84183 0.85918 13.871
4352.0 0.83477 0.85815 14.254
4353.0 0.78251 0.86111 15.11
4354.0 0.80597 0.87019 14.788
4355.0 0.82684 0.88291 14.788
4356.0 0.88616 0.89492 13.689
4357.0 0.94952 0.90314 13.034
4358.0 0.93241 0.90701 12.668
4359.0 0.90024 0.90825 13.144
4360.0 0.93823 0.90929 13.521
4361.0 0.92174 0.91188 13.878
4362.0 0.87118 0.91611 14.46
4363.0 0.89154 0.92108 14.244
4364.0 0.90134 0.92549 14.234
4365.0 0.90039 0.92772 14.377
4366.0 0.93452 0.92619 14.133
4367.0 0.9344 0.92051 13.852
4368.0 0.88893 0.91219 14.177
4369.0 0.88707 0.90396 14.536
4370.0 0.90334 0.8976 14.868
4371.0 0.94257 0.89295 13.314
4372.0 0.95096 0.88857 13.563
4373.0 0.93734 0.88282 14.599
4374.0 0.93782 0.8758 14.703
4375.0 0.89425 0.86965 14.979
4376.0 0.91326 0.86751 14.665
4377.0 0.93284 0.87067 14.388
4378.0 0.86668 0.87721 14.67
4379.0 0.88293 0.88311 14.536
4380.0 0.94217 0.88462 14.313
4381.0 0.9106 0.87973 14.726
4382.0 0.88902 0.86808 15.023
4383.0 0.9306 0.85147 14.661
4384.0 0.8914 0.83462 15.04
4385.0 0.79894 0.82328 16.348
4386.0 0.81616 0.82024 16.359
4387.0 0.85327 0.82425 15.848
4388.0 0.8295 0.8313 16.232
4389.0 0.86215 0.83854 15.969
4390.0 0.87669 0.84529 15.747
4391.0 0.85053 0.85169 16.209
4392.0 0.90556 0.85785 15.3
4393.0 0.87597 0.86226 15.334
4394.0 0.84487 0.86403 15.777
4395.0 0.84968 0.86443 15.775
4396.0 0.84447 0.86566 15.827
4397.0 0.85703 0.86905 15.672
4398.0 0.93241 0.87261 14.925
4399.0 0.91666 0.87343 14.668
4400.0 0.82604 0.8713 15.677
4401.0 0.90709 0.8686 14.56
4402.0 0.94317 0.86731 13.608
4403.0 0.87977 0.86637 14.448
4404.0 0.84839 0.86385 15.115
4405.0 0.87979 0.85994 14.416
4406.0 0.87971 0.85679 14.196
4407.0 0.88848 0.85636 14.001
4408.0 0.94713 0.85877 13.184
4409.0 0.96401 0.86314 12.448
4410.0 0.92907 0.86886 12.179
4411.0 0.94877 0.87499 11.655
4412.0 0.87116 0.87942 12.33
4413.0 0.83193 0.87942 12.9
4414.0 0.87798 0.87329 12.702
4415.0 0.86767 0.86259 12.651
4416.0 0.81018 0.85174 13.125
4417.0 0.80731 0.84586 12.956
4418.0 0.86628 0.84758 11.911
4419.0 0.88014 0.8559 11.699
4420.0 0.83008 0.86643 12.424
4421.0 0.83526 0.87429 12.538
4422.0 0.9345 0.87744 11.807
4423.0 0.93799 0.8768 11.994
4424.0 0.83404 0.87509 12.803
4425.0 0.91978 0.87393 12.355
4426.0 0.87972 0.87303 13.204
4427.0 0.90563 0.87186 13.405
4428.0 0.94561 0.87042 13.088
4429.0 0.95084 0.86926 13.176
4430.0 0.9103 0.86885 13.464
4431.0 0.85059 0.86904 14.248
4432.0 0.87073 0.86927 14.296
4433.0 0.90459 0.86879 14.363
4434.0 0.88111 0.86709 14.785
4435.0 0.88079 0.86508 14.799
4436.0 0.87023 0.86509 15.109
4437.0 0.92182 0.86881 14.958
4438.0 0.85224 0.87587 16.437
4439.0 0.81303 0.88288 15.94
4440.0 0.9097 0.88569 15.4
4441.0 0.90609 0.882 16.445
4442.0 0.83724 0.87328 17.354
4443.0 0.86503 0.86404 16.645
4444.0 0.87841 0.85967 16.11
4445.0 0.87957 0.8629 15.836
4446.0 0.91827 0.87203 15.334
4447.0 0.9352 0.88256 15.232
4448.0 0.92075 0.89026 15.476
4449.0 0.88019 0.89347 16.045
4450.0 0.90056 0.8931 15.741
4451.0 0.89473 0.89105 15.215
4452.0 0.85385 0.88851 15.43
4453.0 0.86431 0.88512 15.004
4454.0 0.90279 0.88027 14.219
4455.0 0.93934 0.87424 13.382
4456.0 0.88522 0.86894 13.712
4457.0 0.91827 0.86634 13.387
4458.0 0.89316 0.86648 13.07
4459.0 0.85678 0.8679 13.458
4460.0 0.88691 0.86891 12.309
4461.0 0.8843 0.86919 11.498
4462.0 0.98757 0.86963 10.296
4463.0 0.852 0.87104 11.178
4464.0 0.9056 0.87312 10.982
4465.0 0.87168 0.8747 11.789
4466.0 0.89481 0.87414 11.896
4467.0 0.85414 0.87015 12.257
4468.0 0.93546 0.86257 11.951
4469.0 0.90112 0.85247 12.495
4470.0 0.87753 0.8426 12.928
4471.0 0.88902 0.83653 12.906
4472.0 0.81724 0.83747 13.979
4473.0 0.89222 0.8464 13.816
4474.0 0.93304 0.86132 14.382
4475.0 0.89445 0.87767 15.265
4476.0 0.87807 0.89074 15.502
4477.0 0.88206 0.89789 15.531
4478.0 0.92479 0.89815 15.329
4479.0 0.91956 0.89187 15.921
4480.0 0.87325 0.88043 16.883
4481.0 0.85616 0.86765 17.207
4482.0 0.84716 0.85955 16.956
4483.0 0.84272 0.86045 16.662
4484.0 0.88293 0.87049 16.206
4485.0 0.92893 0.8847 15.535
4486.0 0.91102 0.89653 15.34
4487.0 0.92956 0.90105 15.108
4488.0 1.03045 0.89741 13.838
4489.0 0.96943 0.88875 13.467
4490.0 0.84889 0.88047 14.422
4491.0 0.83179 0.87657 14.472
4492.0 0.85251 0.87754 13.988
4493.0 0.91189 0.88081 13.11
4494.0 0.93004 0.88319 12.136
4495.0 0.86305 0.88398 12.045
4496.0 0.80964 0.88438 12.181
4497.0 0.8498 0.88587 12.572
4498.0 0.95064 0.88802 12.13
4499.0 0.88084 0.88906 13.516
4500.0 0.88278 0.88775 13.629
4501.0 0.91996 0.8852 13.38
4502.0 0.81483 0.88443 15.299
4503.0 0.81397 0.88774 15.038
4504.0 0.93946 0.89495 13.931
4505.0 0.97005 0.90288 14.169
4506.0 0.9291 0.90791 14.949
4507.0 0.9229 0.90818 15.539
4508.0 0.86975 0.90484 16.644
4509.0 0.86215 0.90081 16.948
4510.0 0.89422 0.89822 16.514
4511.0 0.86633 0.8972 16.491
4512.0 0.86259 0.89615 16.215
4513.0 0.91007 0.8934 15.18
4514.0 0.91853 0.88867 14.655
4515.0 0.91342 0.88307 14.52
4516.0 0.91658 0.87841 14.285
4517.0 0.93161 0.87587 13.792
4518.0 0.9695 0.87526 12.53
4519.0 0.90694 0.87549 12.788
4520.0 0.94221 0.87547 12.596
4521.0 0.97547 0.87481 11.548
4522.0 0.92208 0.87343 11.667
4523.0 0.93083 0.87138 11.052
4524.0 0.88841 0.869 11.383
4525.0 0.8698 0.86665 11.752
4526.0 0.92657 0.86409 11.939
4527.0 0.89827 0.86052 13.097
4528.0 0.8382 0.85538 14.291
4529.0 0.87219 0.84969 14.68
4530.0 0.86936 0.84552 15.341
4531.0 0.88263 0.84418 15.673
4532.0 0.86809 0.84455 16.013
4533.0 0.87266 0.84413 16.204
4534.0 0.89404 0.84205 16.109
4535.0 0.83493 0.84037 16.778
4536.0 0.79853 0.84248 17.422
4537.0 0.86306 0.8495 16.956
4538.0 0.91602 0.85882 16.095
4539.0 0.94309 0.86576 15.268
4540.0 0.95698 0.86704 14.331
4541.0 0.88719 0.86281 14.246
4542.0 0.84197 0.85655 14.634
4543.0 0.85865 0.85202 14.429
4544.0 0.86758 0.85111 14.724
4545.0 0.91343 0.85312 13.467
4546.0 0.93566 0.85615 12.008
4547.0 0.92644 0.85814 11.24
4548.0 0.85414 0.85749 12.416
4549.0 0.85862 0.85374 13.381
4550.0 0.90467 0.84867 13.79
4551.0 0.90552 0.84522 14.73
4552.0 0.80749 0.84484 16.794
4553.0 0.77001 0.84612 17.733
4554.0 0.8295 0.84657 17.414
4555.0 0.83905 0.84568 17.689
4556.0 0.81132 0.84569 18.32
4557.0 0.83845 0.84908 18.261
4558.0 0.87833 0.85595 18.055
4559.0 0.8773 0.86449 18.09
4560.0 0.9021 0.87231 17.729
4561.0 0.96575 0.87779 16.329
4562.0 0.95002 0.87974 14.401
4563.0 0.88906 0.87759 13.117
4564.0 0.94386 0.87223 13.029
4565.0 0.93244 0.86639 12.439
4566.0 0.91919 0.86294 13.657
4567.0 0.96141 0.86323 12.515
4568.0 0.84592 0.86609 13.447
4569.0 0.79007 0.86918 14.96
4570.0 0.90092 0.87024 14.17
4571.0 0.83591 0.86834 16.064
4572.0 0.88575 0.86452 16.096
4573.0 0.85648 0.86141 17.501
4574.0 0.87156 0.861 17.565
4575.0 0.89289 0.8631 17.29
4576.0 0.92597 0.86589 17.02
4577.0 0.90275 0.86745 17.416
4578.0 0.85968 0.86717 17.938
4579.0 0.86866 0.8647 18.025
4580.0 0.87877 0.85995 17.925
4581.0 0.85333 0.85321 18.073
4582.0 0.85894 0.84569 17.792
4583.0 0.91376 0.83887 16.688
4584.0 0.93413 0.83465 15.735
4585.0 0.84935 0.83429 15.955
4586.0 0.77489 0.83788 16.282
4587.0 0.8802 0.84358 13.991
4588.0 0.88391 0.84871 13.608
4589.0 0.84942 0.85158 14.778
4590.0 0.84972 0.8521 15.675
4591.0 0.82601 0.85121 16.722
4592.0 0.87656 0.84994 15.951
4593.0 0.88186 0.84922 16.537
4594.0 0.86613 0.84969 17.631
4595.0 0.87944 0.85148 18.685
4596.0 0.86168 0.85435 19.519
4597.0 0.84666 0.85749 19.68
4598.0 0.87775 0.86018 19.078
4599.0 0.88474 0.86164 18.424
4600.0 0.84531 0.8615 18.36
4601.0 0.83414 0.85991 17.846
4602.0 0.8406 0.85773 16.785
4603.0 0.82792 0.85589 16.237
4604.0 0.8155 0.8549 15.468
4605.0 0.83632 0.85493 14.313
4606.0 0.84168 0.85619 13.789
4607.0 0.79615 0.8588 15.06
4608.0 0.84785 0.86261 15.506
4609.0 0.90084 0.86676 15.552
4610.0 0.89467 0.87019 16.557
4611.0 0.91347 0.87203 17.193
4612.0 0.90053 0.87223 17.855
4613.0 0.90173 0.8712 18.19
4614.0 0.94982 0.86979 17.901
4615.0 0.94521 0.86812 17.939
4616.0 0.8844 0.86596 18.407
4617.0 0.87977 0.86298 18.014
4618.0 0.91861 0.85948 16.484
4619.0 0.89647 0.85654 15.618
4620.0 0.81099 0.85528 16.523
4621.0 0.89724 0.85654 14.95
4622.0 0.8914 0.86025 14.213
4623.0 0.88204 0.86518 13.282
4624.0 0.89421 0.86957 13.535
4625.0 0.93153 0.87184 14.177
4626.0 0.90201 0.87148 15.593
4627.0 0.91451 0.86898 15.985
4628.0 0.88773 0.86506 16.983
4629.0 0.87729 0.8607 17.48
4630.0 0.90084 0.85723 17.623
4631.0 0.88114 0.85576 18.301
4632.0 0.8302 0.85642 19.025
4633.0 0.8742 0.85776 18.014
4634.0 0.97197 0.8578 15.563
4635.0 0.93843 0.85625 14.407
4636.0 0.90987 0.85429 14.139
4637.0 0.98613 0.85338 13.107
4638.0 0.99423 0.85399 12.436
4639.0 0.92624 0.85533 12.31
4640.0 0.92905 0.85711 13.06
4641.0 0.99768 0.85924 13.519
4642.0 0.95397 0.8618 15.093
4643.0 0.90782 0.86401 16.742
4644.0 0.92122 0.86453 16.828
4645.0 0.91325 0.86209 16.866
4646.0 0.91991 0.85619 16.058
4647.0 0.90885 0.84786 16.197
4648.0 0.89869 0.83951 17.001
4649.0 0.91401 0.8337 16.79
4650.0 0.88255 0.8323 16.908
4651.0 0.86238 0.83514 16.533
4652.0 0.84503 0.84024 15.638
4653.0 0.89064 0.84529 14.067
4654.0 0.83713 0.84835 13.911
4655.0 0.88162 0.84916 13.796
4656.0 0.96505 0.84882 13.858
4657.0 0.88933 0.84944 15.813
4658.0 0.87022 0.85264 16.62
4659.0 0.87598 0.85865 17.292
4660.0 0.92995 0.86539 17.208
4661.0 0.94877 0.87024 17.329
4662.0 0.92954 0.87117 17.36
4663.0 0.90733 0.86836 17.096
4664.0 0.86952 0.86298 16.672
4665.0 0.83957 0.85629 15.944
4666.0 0.85079 0.84857 15.047
4667.0 0.85982 0.84049 14.185
4668.0 0.86328 0.83316 13.315
4669.0 0.89247 0.82871 12.436
4670.0 0.83461 0.82844 13.724
4671.0 0.82411 0.83244 14.838
4672.0 0.90822 0.83897 15.139
4673.0 0.88865 0.84602 16.997
4674.0 0.87359 0.85166 18.458
4675.0 0.87132 0.85533 19.006
4676.0 0.8655 0.85717 18.754
4677.0 0.87769 0.85736 18.109
4678.0 0.87365 0.85563 17.621
4679.0 0.84511 0.85183 17.661
4680.0 0.88641 0.84682 16.485
4681.0 0.87539 0.84182 15.556
4682.0 0.82065 0.8378 15.075
4683.0 0.83822 0.83492 14.064
4684.0 0.88847 0.83253 14.519
4685.0 0.90361 0.83031 15.156
4686.0 0.92447 0.82822 15.982
4687.0 0.93838 0.82721 16.737
4688.0 0.95138 0.8283 17.483
4689.0 0.88973 0.8317 18.929
4690.0 0.88002 0.8363 19.168
4691.0 0.92895 0.84039 18.156
4692.0 0.92825 0.84304 17.391
4693.0 0.91609 0.84452 16.549
4694.0 0.87021 0.84552 16.55
4695.0 0.81531 0.84652 16.133
4696.0 0.83932 0.84704 14.378
4697.0 0.85334 0.84635 14.458
4698.0 0.85508 0.84391 16.176
4699.0 0.78998 0.84003 18.166
4700.0 0.8129 0.83544 18.806
4701.0 0.83901 0.83125 18.974
4702.0 0.87354 0.82769 19.277
4703.0 0.90783 0.82496 19.435
4704.0 0.9018 0.82318 19.517
4705.0 0.86174 0.82271 19.632
4706.0 0.81712 0.82312 19.383
4707.0 0.77244 0.82316 19.203
4708.0 0.81334 0.82196 17.496
4709.0 0.86773 0.82 15.621
4710.0 0.85488 0.81866 15.784
4711.0 0.84037 0.81864 17.162
4712.0 0.8443 0.81946 18.066
4713.0 0.81692 0.8199 18.771
4714.0 0.82339 0.81986 19.205
4715.0 0.80826 0.82025 20.593
4716.0 0.79406 0.82257 21.758
4717.0 0.80721 0.82716 21.682
4718.0 0.81686 0.83279 20.626
4719.0 0.8209 0.83775 19.942
4720.0 0.84732 0.84068 18.0
4721.0 0.85839 0.84184 16.363
4722.0 0.8929 0.8421 14.672
4723.0 0.85174 0.84224 15.608
4724.0 0.88395 0.84242 15.876
4725.0 0.92842 0.84206 16.275
4726.0 0.86979 0.84035 19.431
4727.0 0.8148 0.83647 21.563
4728.0 0.8534 0.83073 21.299
4729.0 0.85189 0.82409 21.011
4730.0 0.7853 0.81824 21.294
4731.0 0.79556 0.81428 19.963
4732.0 0.8392 0.81288 18.422
4733.0 0.84745 0.81392 16.597
4734.0 0.85346 0.81674 14.952
4735.0 0.81942 0.81978 15.489
4736.0 0.86874 0.82175 16.162
4737.0 0.84306 0.82226 17.521
4738.0 0.82554 0.82205 18.69
4739.0 0.85612 0.82211 19.832
4740.0 0.85761 0.8228 20.965
4741.0 0.84782 0.82387 21.289
4742.0 0.86582 0.82504 20.37
4743.0 0.88074 0.82617 18.82
4744.0 0.87996 0.82742 17.551
4745.0 0.87531 0.82882 16.456
4746.0 0.8267 0.83019 16.063
4747.0 0.78697 0.83153 17.434
4748.0 0.81202 0.83304 18.465
4749.0 0.83313 0.83491 19.781
4750.0 0.81096 0.8371 21.589
4751.0 0.79548 0.83883 22.378
4752.0 0.80133 0.83925 22.348
4753.0 0.81518 0.83778 21.818
4754.0 0.79907 0.83461 21.247
4755.0 0.77099 0.83075 21.117
4756.0 0.82714 0.82743 18.673
4757.0 0.81968 0.82568 16.634
4758.0 0.80417 0.82561 15.237
4759.0 0.85016 0.82679 16.549
4760.0 0.81362 0.82797 19.102
4761.0 0.75711 0.8277 21.471
4762.0 0.77014 0.82488 21.738
4763.0 0.79898 0.81918 21.621
4764.0 0.81678 0.81228 21.376
4765.0 0.83973 0.80646 20.618
4766.0 0.81192 0.80402 19.427
4767.0 0.71575 0.80526 19.818
4768.0 0.81438 0.80948 15.612
4769.0 0.77473 0.81501 14.718
4770.0 0.73583 0.82045 16.226
4771.0 0.76889 0.82426 17.337
4772.0 0.77771 0.82604 19.132
4773.0 0.76964 0.82626 20.879
4774.0 0.81907 0.82658 20.33
4775.0 0.79615 0.82801 20.442
4776.0 0.7766 0.83055 17.109
4777.0 0.84158 0.83304 12.384
4778.0 0.82844 0.83414 12.427
