RA,DEC,Z,NVOTE,SPIRAL,ELLIPTICAL,UNCERTAIN,gminusi,vhelio,absmagi
222.1895960771684,11.39104606333452,0.051982,29,0,0,1,1.0366001,15583.813735,-19.42397854941042
222.1098100400535,11.4000344752191,0.0511683,27,1,0,0,0.7480984,15339.87257775,-19.5554194790857
222.1850141565544,11.32469636642349,0.0520547,27,0,0,1,1.4477997,15605.60864975,-20.031213727589062
222.1169343799442,11.34416518729794,0.0520626,25,0,0,1,1.1077003,15607.9770105,-19.878043649421826
222.2292362576918,11.36942029707631,0.0515731,31,0,0,1,1.2059002,15461.22858175,-19.404230094379123
222.2505518612409,11.29259674873574,0.052166,27,0,0,1,1.1240997,15638.975554999999,-19.957850650899324
222.258237275267,11.18979399940083,0.0501733,53,0,0,1,1.2630987,15041.579040249999,-20.371876303805507
222.1524957828241,11.27510538902759,0.0539831,28,0,0,1,1.0535984,16183.72850675,-20.18060332839478
222.1436445109846,11.2596641830379,0.0514743,23,0,0,1,1.2926006,15431.60908275,-21.24726559546025
222.1868931089663,11.29656943343364,0.0524455,45,0,1,0,1.1332998,15722.76755875,-20.276254959010714
221.7707791058917,11.36675390085224,0.0523436,37,0,0,1,1.0140991,15692.218702999999,-20.38913151248577
221.9683848139441,11.37483985277105,0.0524271,28,0,1,0,1.3459997,15717.251376749999,-21.342892963734442
221.7819182156849,11.60827907720464,0.0285897,24,0,0,1,1.468399,8570.97763725,-19.613961803592304
221.9369444248678,11.43665577279082,0.0512551,29,0,1,0,1.2419004,15365.89456675,-21.831699183513997
221.8521581915681,11.57838256957228,0.0302839,32,0,1,0,1.1735992,9078.88609075,-19.53377358812063
221.8906582784875,11.60704268890658,0.0516427,63,0,0,1,0.80659866,15482.09413975,-19.46725916467001
221.6527292349294,11.28342469678571,0.053294,30,0,0,1,0.97309875,15977.141495,-20.32260480085121
221.968178403327,11.14744496315591,0.0371072,36,0,0,1,1.0818996,11124.460256,-18.83030449191937
221.785230470906,11.28654320363331,0.0510411,50,0,0,1,0.7539997,15301.73897175,-19.660413910615425
221.7233587958313,11.62622570354693,0.029917,68,0,1,0,1.0395002,8968.8922225,-21.95050393584554
221.5970058385897,11.80560776851392,0.0294794,60,0,0,1,0.7521,8837.7030245,-19.235506364054736
221.6153790340293,11.50733971972499,0.0296282,37,0,1,0,1.2791996,8882.3121485,-22.080939814971465
221.7536704397483,11.759962555744,0.0307249,68,0,0,1,1.1848001,9211.09458325,-20.70366622121827
221.6936514494524,11.57018762779986,0.0278518,31,0,1,0,1.3142004,8349.7607515,-21.99528001324127
221.5001852779276,11.68041368621281,0.0533065,60,0,0,1,1.1939011,15980.88890125,-19.846614498101488
221.5590360878328,11.4819503694478,0.0294472,31,0,0,1,1.2017994,8828.049706,-20.34773337567217
221.9873801375845,12.88246332493543,0.03771,44,0,0,1,0.60420036,11305.175175,-20.018996103811077
221.6171198430708,12.11445257577723,0.0285897,37,0,0,1,0.58309937,8570.97763725,-19.64946137634621
222.2446850559057,12.49013307025556,0.0474493,25,0,1,0,1.3118,14224.94427025,-22.820362262114976
222.2229478342836,12.50830824710273,0.0482167,26,0,0,1,1.2116013,14455.00503475,-21.018401008831027
222.4978842355424,12.03497781174274,0.0478365,29,1,0,0,0.65070057,14341.02392625,-20.47971094053669
222.7925561049304,12.38122196236996,0.0526529,48,0,0,1,0.6182003,15784.94452325,-19.48052498034758
222.7718557015049,12.33678083958729,0.0313866,33,0,0,1,0.578701,9409.467280500001,-19.34723572363241
223.1246109910321,12.3641794018983,0.0294469,24,0,0,1,1.1486015,8827.95976825,-18.392910647420003
223.0778779312913,12.11686867614582,0.0525316,33,0,0,1,0.70750046,15748.579693,-19.4076169392074
223.0569065024764,12.06072502436144,0.0524923,61,0,0,1,1.2558994,15736.79784775,-20.982391610000548
223.0561238826623,12.24713778375343,0.0301971,56,0,0,1,1.1203995,9052.86410175,-18.580639435421908
223.2200445489506,12.35232976801706,0.0298784,26,0,0,1,1.2875004,8957.320232,-21.139300260168234
223.1510920157978,12.04763036980873,0.0302162,61,0,1,0,1.2400999,9058.5901385,-21.41281253802667
223.2318367235894,12.74096857732783,0.0287618,31,1,0,0,0.8916998,8622.5719265,-20.812693585547237
223.4501472768692,12.02774069749287,0.02907,52,0,0,1,0.6473007,8714.967975,-19.171338197803074
223.5417273531301,12.52909464305306,0.0511249,24,1,0,0,0.8465996,15326.86158325,-20.966076322853475
223.5576926403834,12.50202566681058,0.0297677,41,0,0,1,0.81500053,8924.133202250001,-20.70823963983814
223.5774389695587,12.49599793536105,0.0507321,26,0,0,1,1.3354006,15209.10308925,-21.6696278851053
223.3885225353723,12.80469012455218,0.052238,29,0,0,1,0.7045002,15660.560615,-19.655946455282127
223.9628112010242,11.93915821672911,0.0306852,54,0,0,1,1.0631008,9199.192821,-18.35665753429943
223.9924345524106,12.49232477781888,0.0497078,26,0,0,1,1.0828991,14902.0256315,-20.37323640646857
224.3440854659785,11.98581848472214,0.0501575,21,0,0,1,0.94109917,15036.84231875,-20.70219270899925
225.9433222715281,9.080871967254309,0.0297617,29,0,0,1,0.6931,8922.33444725,-18.97510251788421
225.308313901643,8.702285468553466,0.0447352,28,0,0,1,1.1896992,13411.277446,-21.320260117227754
225.3952601113972,8.946051671669117,0.0300644,31,1,0,0,0.7651005,9013.081637000001,-20.878276386266627
225.6313454004143,9.162286003153449,0.0530067,33,0,0,1,1.1401005,15891.01110975,-19.398366668975406
225.6660357033507,9.15400467313515,0.0451786,31,0,0,1,0.65649986,13544.2054405,-19.132976864751228
225.5950505145929,9.379033157844635,0.0454389,33,0,0,1,1.2178001,13622.24142825,-19.764253184008723
225.6208491014685,9.400751400501408,0.0340145,18,0,1,0,1.0444994,10197.29199125,-20.23883387122975
225.1412004490837,9.062056902307981,0.0376287,57,0,1,0,1.1596003,11280.80204475,-21.039209950838803
225.5067751417369,9.40787154053808,0.0458568,27,0,1,0,1.3699999,13747.524714000001,-21.453532125643
225.2003538684433,9.388187105418426,0.0461214,32,0,0,1,1.2042999,13826.8498095,-21.4419264575307
224.7820307486712,9.205879528852455,0.0300271,26,0,0,1,0.91129875,9001.89937675,-19.032180631388705
224.4534484775619,9.250768690003602,0.0297624,29,0,1,0,1.1749,8922.544302,-20.012553836332557
224.2211447036239,9.271649981501193,0.0281694,53,1,0,0,1.0867996,8444.9748495,-21.904101753539692
224.4037624929844,8.996540533298798,0.028642,33,0,0,1,1.0734997,8586.656785000001,-18.477930171268206
224.0953068680142,9.337050578923742,0.0287624,31,0,0,1,1.2518997,8622.751802,-19.1842398531006
223.9531323890151,9.376462302881922,0.0294724,32,0,0,1,1.0932007,8835.604476999999,-18.930991730980033
224.0522048153444,9.40519078689626,0.029569,39,0,1,0,1.1855993,8864.564432500001,-20.39079706459146
224.120906702561,9.354513686585408,0.028652,23,1,0,0,1.1215,8589.65471,-22.226688326640208
223.9897444113756,8.80130309100991,0.0547749,48,0,0,1,0.95549965,16421.10420825,-21.253921602380238
224.2118641963925,8.83145152343736,0.0483152,33,0,1,0,1.2912998,14484.534596000001,-21.788032160744862
223.8111602819484,8.907011800305122,0.0497557,30,0,0,1,0.7587986,14916.38569225,-19.84232695200511
223.6114949371903,8.85818684203176,0.0490782,31,0,0,1,0.99300003,14713.276273500001,-20.529757112406116
223.8720247756385,8.808100438263063,0.02888,26,1,0,0,1.2116995,8658.0074,-21.731799338968735
223.5199698520937,9.25031701182868,0.0397292,31,0,1,0,1.3783007,11910.516191,-21.48846276023108
223.3900991026114,9.326992999160002,0.0396479,33,0,0,1,0.8789005,11886.14306075,-19.95501432429144
223.5360670394471,9.340461505242308,0.0538408,20,0,0,1,1.309701,16141.068034,-21.190671269887808
223.5009026049617,9.946479050541246,0.0536481,41,0,0,1,0.75579834,16083.29801925,-20.030584641878562
223.3485775486346,9.595189863825537,0.040101,40,0,0,1,0.65590096,12021.9790425,-18.96568945258859
223.3929405074484,9.692194434272778,0.0426304,46,0,0,1,1.1213017,12780.274191999999,-19.964610788214237
223.4942773056255,9.975350310146625,0.0283341,36,0,0,1,0.3979988,8494.35067425,-18.54406019029073
223.4062116162816,9.469055436793775,0.0393853,28,0,0,1,1.2902002,11807.41755025,-22.028184875018518
223.8180754094798,9.849780811967253,0.0285364,37,0,0,1,1.1875,8554.998696999999,-20.777109820867977
223.833404497874,9.49912486125355,0.0504234,30,0,0,1,1.2559004,15116.5571445,-20.896173817311436
224.2963411364356,10.15454993951838,0.0460581,36,0,0,1,0.3619995,13807.872944249999,-19.657343188812348
224.1085135766417,9.772641040737776,0.0293234,35,0,0,1,0.49510002,8790.9353945,-18.33448512286394
224.859382041906,10.82178553448258,0.0476082,24,0,0,1,0.5043011,14272.581298500001,-19.480923260479834
224.7749689571523,10.48897605442834,0.0329515,59,0,0,1,0.6515999,9878.61256375,-19.68838873417566
224.8857004351592,10.9730979828817,0.0322524,72,0,0,1,0.47500038,9669.027627,-19.026224296908467
224.6460143193934,10.94492272105003,0.0477415,38,0,0,1,0.43659973,14312.54363875,-19.68839360176551
224.1999321980445,9.50911595327891,0.0101975,50,0,0,1,0.57400036,3057.13401875,-18.14688201630627
224.418853255086,9.996141969367674,0.0537382,23,0,1,0,1.3170004,16110.3093235,-22.300929235117735
225.1084473830432,10.75392355521448,0.0388162,30,0,0,1,0.81849957,11636.8056385,-20.494178771895967
225.0567641432921,9.938103211259124,0.0104826,36,0,0,1,0.4953003,3142.6048605,-18.28325845581964
225.2291720038659,9.613619397001797,0.0369556,68,0,0,1,0.59479904,11079.011713,-19.45221510282895
225.5849163366774,10.65582097299017,0.0338867,39,0,0,1,0.7498989,10158.978509749999,-19.317060789283545
225.4653897133169,9.725938012009788,0.0336654,27,0,1,0,1.3657999,10092.6344295,-21.481632924062353
225.4628781463495,9.517672308298424,0.0376282,31,0,1,0,1.4623995,11280.6521485,-21.28268085256773
226.0052475899517,10.04122073822026,0.0369035,35,0,0,1,0.76119995,11063.392523749999,-19.328351583032457
225.9311194360025,9.9633699037208,0.0388124,31,0,0,1,1.3197994,11635.666426999998,-20.23226650375593
225.966185431016,9.602564660708996,0.0465507,35,0,0,1,0.77079964,13955.55072975,-20.022944863641584
225.7371890408414,11.13527988385605,0.0337868,26,0,1,0,1.2434006,10129.029239,-21.003249001712973
225.6957884862762,11.24711846861132,0.0414269,21,0,0,1,0.7165985,12419.473918250002,-19.290325328790438
225.7281607112734,11.19261534638878,0.0400147,33,0,0,1,0.6175003,11996.10694975,-18.873410556874163
225.7986550061246,11.17425852716002,0.0428399,53,1,0,0,0.98099995,12843.08072075,-20.75265600879188
225.7405105035593,11.57123323730642,0.0406835,29,0,0,1,0.65740013,12196.608173749999,-19.01700543747564
225.5697211986854,11.50935443476403,0.046598,39,1,0,0,0.6835995,13969.730915,-20.798149932277887
224.9217778329302,10.76684329029552,0.0323549,55,0,0,1,0.5707989,9699.756358249999,-18.20491312555665
225.315866885318,11.40199809145178,0.0495039,39,1,0,0,1.039401,14840.897940750001,-20.489911583531658
225.2361864873153,11.51741289048672,0.0316748,29,1,0,0,1.2474003,9495.867479,-22.054682949270642
225.102089940207,11.18132235811129,0.0222033,18,0,0,1,0.69930077,6656.38281525,-18.161500890329684
224.5178168398802,11.56122140107073,0.0309872,25,0,0,1,1.2992,9289.730156,-21.37272498660898
224.5259746805166,10.9545504136363,0.0454931,22,1,0,0,1.0700998,13638.490181750001,-21.907741453889443
224.492032291901,11.00762330934885,0.047951,29,1,0,0,1.2367,14375.3501675,-22.577502169547287
224.4266503188708,11.2500314810551,0.0310757,27,0,0,1,0.6889,9316.261792250001,-18.650118091534033
224.3253331687407,11.30752021388069,0.0507415,29,0,0,1,1.1788006,15211.92113875,-20.829229908163555
224.4142528251275,11.36980735807092,0.0530444,35,1,0,0,0.9539995,15902.313286999999,-20.819311706995435
223.4999007860602,11.23390575225767,0.0520239,24,0,1,0,1.3019991,15596.37504075,-21.04912789039868
224.0453306667441,10.29500064183065,0.0325097,68,0,0,1,0.85539913,9746.164237250001,-19.971778823180635
223.9803178049773,11.86151961266891,0.0316774,30,0,1,0,1.3144999,9496.6469395,-22.788361666140595
224.4082998128155,12.09910727226982,0.0539956,50,0,0,1,0.8687992,16187.475913,-19.771605961131485
224.5947698165322,12.03118784936336,0.0314385,30,0,0,1,0.4883995,9425.02651125,-19.036822360570532
224.7325023827941,11.65078093414639,0.0287187,67,0,1,0,1.1850004,8609.65086975,-21.121637706471468
225.4416379803405,11.66858155398993,0.0536433,49,0,0,1,1.016799,16081.85901525,-20.707291210967995
224.6171834594888,12.36962511070497,0.0476244,37,0,0,1,0.66760063,14277.437936999999,-19.685561421573055
225.5939422789729,11.93870599121668,0.0426726,30,0,1,0,1.4614,12792.9254355,-21.110159466299805
225.2506683627823,12.52482819393371,0.0344326,50,0,0,1,0.5504017,10322.6352355,-19.754563093599266
224.9961826818758,12.16048178130623,0.0472526,32,0,0,1,1.1567001,14165.9750855,-20.468842982972163
225.896063780987,11.64787055497701,0.0229986,32,0,0,1,0.63440037,6894.8077905,-19.25662085477974
225.9894308373843,11.66886653808657,0.0423932,47,0,0,1,0.7300987,12709.163411,-18.964995512975456
227.8895306819216,9.47338511489694,0.0353216,25,0,1,0,1.4429998,10589.150768000001,-22.410715407150796
226.9708578533011,8.436873602510346,0.0135644,31,0,0,1,0.7898998,4066.505387,-18.689816312522133
227.0631051008441,8.46208448628357,0.0459477,45,0,0,1,0.99009895,13774.77585225,-20.245332664654697
226.9681799875927,9.472426832108875,0.0482746,28,0,0,1,0.97529984,14472.3630205,-19.376307914300774
226.8298211629997,8.585357165540815,0.0416513,36,1,0,0,0.8353996,12486.747355250001,-20.25495588638185
226.7033320341578,8.744352905481003,0.0455612,59,0,1,0,1.1885004,13658.906051000002,-20.933688922329203
226.6353314582089,9.449543783821765,0.0280787,33,1,0,0,0.7855005,8417.78366975,-21.276298735367973
226.6356081734392,9.470965304790106,0.0277588,54,0,0,1,0.95779896,8321.880049,-19.298716575808967
226.6817253792675,8.514458557773665,0.031311,24,0,0,1,0.29019928,9386.8029675,-18.1410980198025
226.5598916835325,8.580112439534064,0.0275326,36,0,0,1,0.69349957,8254.0669855,-19.5458494705332
226.5644589123553,8.875161179827888,0.0462065,61,0,0,1,0.94860077,13852.36215125,-19.181528933383653
226.5949247162301,9.050008533328533,0.0214932,64,1,0,0,0.6085005,6443.500161,-19.871719474695283
226.1490377826561,9.054023118586697,0.0294459,27,1,0,0,0.5156002,8827.65997575,-20.423637723595064
226.1207201705769,9.028503118184695,0.0452224,38,0,0,1,0.6970997,13557.336352,-19.498282197411385
226.1579710002483,9.011815792415202,0.0453709,55,0,0,1,1.3264008,13601.85553825,-20.30420064794489
226.3773299606612,8.524378131042763,0.0277557,24,1,0,0,1.0834999,8320.95069225,-22.321774231167268
226.4326593410619,8.78857736743654,0.0462884,46,0,1,0,1.0145006,13876.915157,-21.220974121784913
226.3067751551513,8.796610013384726,0.0449216,34,0,1,0,1.2054005,13467.158768,-22.498989905233195
226.4054200622946,8.635043454553882,0.0461245,23,0,1,0,1.3073988,13827.77916625,-20.515871539095244
225.9858337519094,9.446399923618022,0.0387189,68,0,0,1,0.67140007,11607.63582825,-19.857729175073366
226.0080849545132,8.552728697737685,0.0273261,31,0,0,1,0.3036995,8192.15983425,-18.00770252312632
225.836963756712,9.212577218407986,0.0285375,53,1,0,0,0.6941004,8555.32846875,-19.793693042912125
225.8341753756762,9.18930019249761,0.0292877,54,0,1,0,1.0253,8780.23280225,-20.2367403872466
225.5144867619489,9.367614606507829,0.0458581,29,0,0,1,1.0414009,13747.91444425,-19.06829400148868
225.8143287301571,9.005670434938652,0.0341015,32,0,0,1,0.79950047,10223.373938749999,-20.24418055488659
224.9895359643313,9.485810019277347,0.0487978,36,1,0,0,0.8471012,14629.2144565,-20.935015009345754
225.5391558331128,10.84441943415384,0.0281689,32,1,0,0,0.51659966,8444.82495325,-20.432263359626532
225.4116566632981,10.42040196870814,0.0303934,44,1,0,0,0.9754,9111.713369500001,-21.659610076548233
225.866908139257,10.6001137501181,0.0406129,26,1,0,0,0.9883003,12175.44282325,-21.73463321263784
225.5646347247328,9.814895550546163,0.0538718,31,1,0,0,0.8309994,16150.361601499999,-20.49862188857228
225.5060597916305,9.703557251430658,0.0337089,30,1,0,0,0.7515011,10105.67540325,-20.290336552855948
225.877928896512,10.82982967217163,0.0341586,33,1,0,0,0.65090084,10240.4920905,-20.397914164208757
225.9451685627276,10.23002004658549,0.0381054,25,0,1,0,1.2066002,11423.7131295,-20.807546677973335
226.030284448282,10.61962836525587,0.0216792,55,0,0,1,0.63879967,6499.261566,-17.54443061703045
226.1543801573377,10.44104020328053,0.0336331,34,0,1,0,1.2504997,10082.95113175,-21.087448187888505
226.03718363237,10.50785028674268,0.036608,30,0,0,1,0.66490173,10974.80384,-19.409892833108927
226.0624425138476,10.22155133287188,0.0381332,29,0,0,1,0.9755993,11432.047360999999,-20.880229591084017
226.2797884933307,10.05795353813664,0.0416436,26,1,0,0,0.8517008,12484.438953,-20.549854896823575
226.0934764590112,10.04305444333924,0.0377685,46,0,0,1,0.63879967,11322.713036250001,-19.73466147314904
226.2095363177354,9.804171210295408,0.0479989,28,0,0,1,0.9370003,14389.71022825,-19.824970542671537
226.3545626276955,9.8983235158619,0.0364347,29,0,0,1,0.57710075,10922.84979975,-19.339789614560146
226.5858939050035,9.649281719785618,0.0442326,28,0,0,1,1.2814999,13260.601735499999,-21.849425987905896
226.6488559577927,9.667315990419924,0.0454121,31,0,0,1,1.1908016,13614.206989249999,-20.305172153704987
226.6506051685737,9.64948920627536,0.0441327,69,0,1,0,1.3294001,13230.65246475,-22.63471637131947
226.4572180238988,10.55026727424245,0.0391082,49,0,0,1,0.6650009,11724.345048500001,-18.92375333920974
226.7631810625761,9.653178086583546,0.0427685,26,0,0,1,1.1709995,12821.67553625,-19.24623291889081
226.7896594437318,9.635559177967634,0.0431585,27,1,0,0,1.0425997,12938.59461125,-22.48714547883842
226.7660812226169,9.9869503707444,0.0542628,29,0,0,1,1.0443993,16267.580469,-20.685725524733733
227.0333901364369,10.20997038528872,0.0350006,28,0,0,1,0.9937,10492.9173755,-19.939790664152383
227.0419449167821,10.27886813713655,0.034585,32,0,0,1,1.1785994,10368.323612499998,-19.599253080381857
227.8868130841923,9.61252349205323,0.0339171,53,1,0,0,0.98039913,10168.09220175,-21.96070679665378
228.4291071317829,10.68613048303348,0.0465231,63,0,0,1,0.5729008,13947.27645675,-18.901957533480974
228.3366563962968,10.9242727435844,0.0537026,65,1,0,0,0.7975998,16099.6367105,-20.033291108938712
228.1024990570688,10.48763383106275,0.0468036,28,1,0,0,1.1519995,14031.368253,-21.35040965619705
228.3535150058077,10.74136090823468,0.0467838,21,0,0,1,0.51270103,14025.4323615,-19.105992030444938
227.5294212960451,9.95435509420535,0.0356748,57,0,0,1,1.0960999,10695.037479,-20.548921338788944
228.1045489896849,10.83357201548139,0.048424,50,0,0,1,0.88079834,14517.152020000001,-19.670016547941188
227.5071165010022,10.80543091628997,0.0473333,31,0,0,1,1.3223,14190.16834025,-21.776047574516525
227.4351765582687,10.87680856373995,0.047169,25,0,0,1,0.6231003,14140.912432500001,-19.634896766130254
227.3425793428885,10.94130385308993,0.0276852,29,0,0,1,1.1495008,8299.815321,-20.77235209755183
227.169407630441,10.86592936930485,0.0265108,27,0,0,1,0.40169907,7947.739009,-17.76452783444587
227.085603670194,10.23150179501318,0.0354296,51,0,0,1,1.0998001,10621.528358,-19.600044016288308
226.9721757450206,10.78578056774375,0.0476975,67,1,0,0,0.8813,14299.352768749999,-21.682491810513888
226.8565713038003,10.41920143065747,0.0351808,31,0,1,0,1.3898001,10546.939983999999,-21.331842155222468
226.5528694974747,10.04545512552168,0.0435879,34,0,0,1,1.1994,13067.325510749999,-19.919043888253164
226.1542780101289,11.00357881882636,0.0279324,35,0,0,1,0.8774004,8373.924027,-19.618454427249873
226.0936573924395,11.22431023560496,0.0423088,50,1,0,0,1.0289993,12683.860924,-20.793667280669716
226.1481515566235,10.54951201338751,0.0339352,21,0,0,1,0.43519974,10173.518446,-19.21156584901312
226.3963212667054,10.57420170578928,0.03943,35,0,0,1,1.2192001,11820.818275,-20.080548026001622
226.3693998430854,10.49195388982133,0.0389928,25,0,0,1,0.72179985,11689.748994,-19.08723529939597
226.1357091742243,11.48683341672095,0.0328548,23,1,0,0,0.8652992,9849.622629000001,-21.010307403853233
226.352058436114,12.2348738870869,0.0455107,29,0,0,1,1.269,13643.76652975,-21.591781255496493
226.5334677611407,12.20801844129898,0.0358677,31,0,0,1,0.57439995,10752.86745225,-19.60833212864457
227.5953948132091,11.1755514651899,0.0273038,26,0,0,1,0.5460005,8185.4744615,-19.36102940504427
227.8394423694839,11.39201765116621,0.0457873,63,0,0,1,1.3141003,13726.68913525,-21.82723842744118
227.9897709177994,11.55398323884094,0.0217787,23,1,0,0,0.70350075,6529.0909197500005,-19.3708738302413
227.8544938855214,11.3120832278472,0.0469866,39,0,0,1,1.3634987,14086.230280500002,-19.80778463812665
228.1902870292843,11.31593982005447,0.0217573,33,0,0,1,0.6704998,6522.67536025,-18.975138603726826
228.4036974888885,11.74901682972269,0.0448249,32,0,1,0,1.3303995,13438.16883325,-20.394010634879997
229.2292061485285,8.89901769231414,0.0331367,32,1,0,0,0.53770065,9934.13413475,-19.22656004501738
229.2523273432385,8.82963479781601,0.0346489,45,0,0,1,0.6555004,10387.480353250001,-18.26586100191983
228.7125498605526,8.21829824557044,0.0465075,29,0,0,1,1.2800999,13942.59969375,-20.532828705393214
228.9293288648763,8.286134921648836,0.0340544,29,0,0,1,1.0382996,10209.253712,-19.555479844363134
228.8416931061298,8.357594801687469,0.034233,55,0,0,1,1.0797997,10262.7966525,-19.56503794315543
228.9294207808178,8.340923125634795,0.034477,69,0,1,0,1.0859995,10335.9460225,-20.533460555704615
229.0623130314815,8.694392748371726,0.0346277,37,0,1,0,1.1828003,10381.12475225,-21.901632195206908
229.0630971500847,8.882428357197842,0.0339225,55,0,0,1,0.63210106,10169.71108125,-19.340153292563834
229.1045015501847,8.84642475091026,0.0331327,31,1,0,0,1.1974001,9932.93496475,-20.97429805120146
229.1949555436021,8.938959581899356,0.0457575,33,0,0,1,1.1522999,13717.75531875,-21.709025341467083
229.081810488696,8.613975285380302,0.04659,26,1,0,0,0.8109989,13967.332575,-19.593077583013333
228.5849458986999,8.288744109139595,0.0328816,60,0,1,0,1.3552008,9857.657067999999,-21.711578058230664
228.2941203702798,8.354826980694492,0.033412,38,0,0,1,0.58399963,10016.66701,-19.20732520120402
228.7933595538701,8.95594822347161,0.0332463,49,0,0,1,0.8744011,9966.99139275,-19.08673100335728
228.544480062607,8.942150447762822,0.03354,18,0,0,1,0.8256998,10055.04045,-20.027629357217776
228.8310606121284,8.779614317185642,0.0334752,67,0,0,1,0.70879936,10035.613895999999,-18.593030073230814
228.6869998772531,8.99198247693414,0.0344957,37,0,0,1,0.68390083,10341.552142249999,-18.37673911969491
228.8567383002393,9.019828367303695,0.0331206,55,0,0,1,0.5278988,9929.3074755,-19.976804601838744
228.0853384455806,9.081384233637467,0.0538334,35,0,1,0,1.2910995,16138.849569499998,-21.54667219767977
228.1032934454863,8.271776211925378,0.0447461,27,0,0,1,1.1852989,13414.545184249999,-20.753589438035405
227.9668199607582,8.664554644980408,0.0343992,46,0,0,1,0.5569992,10312.622166,-19.466155060090557
227.6709907199977,8.480589649084408,0.0460761,55,0,1,0,1.2936001,13813.26920925,-21.822192168929654
227.5871802483886,8.459131214232734,0.0461546,24,1,0,0,0.8334999,13836.802920499998,-19.99928849081278
227.6343161134742,8.462409002356615,0.0454828,60,0,0,1,1.3320999,13635.402318999999,-21.63984997168265
227.6766058471441,8.458707490897817,0.0453224,36,0,0,1,1.0493984,13587.315601999999,-19.238178451516163
227.7486070730931,8.48912172288261,0.0455253,64,1,0,0,1.3348007,13648.14350025,-21.715877494617033
228.1357048919328,9.86333387760725,0.0294352,35,0,0,1,0.45840073,8824.452196,-18.242849162821436
228.0699139686,9.839689264424235,0.045976,26,0,0,1,1.0587006,13783.25998,-19.162368706283246
227.5223753926454,9.722986510246235,0.0215248,62,0,0,1,1.1768999,6452.973604,-21.023009598566887
228.3582488002276,9.868006024428164,0.0374638,32,0,0,1,1.0466995,11231.3662615,-19.765373617008507
227.896968254798,9.70941113744161,0.0334915,53,0,0,1,1.2769995,10040.50051375,-20.009486717206464
227.9651782368593,9.715298959251726,0.0353514,21,0,0,1,0.8668995,10598.084584499999,-20.363346596790635
227.8550768002896,9.2245357922545,0.0341,56,0,1,0,1.2472,10222.92425,-22.025885307753768
227.93608607403,9.427921597778607,0.034836,28,0,0,1,0.84549904,10443.57153,-18.73875586741481
227.6929697169272,9.464565247921177,0.0345577,34,0,0,1,0.6174011,10360.139277249998,-19.544138291361342
228.6455829988075,10.21362727843012,0.0533973,65,1,0,0,0.52820015,16008.110060250001,-19.57761078814513
228.0859720336352,9.349925072837351,0.0344999,39,1,0,0,0.9549999,10342.81127075,-21.2938030350046
228.3372758695106,9.30995092904958,0.0342105,29,1,0,0,0.6434002,10256.05132125,-21.165510351504807
228.2580159867661,9.45737196082631,0.0545793,57,1,0,0,0.866601,16362.46479525,-20.871753303614234
228.4871285941509,9.44754513195341,0.0348023,23,1,0,0,0.90060043,10433.468522750001,-20.484853652754055
228.6802605632856,9.280867655736085,0.0340064,33,0,0,1,0.773901,10194.863672,-19.323216611154294
228.9392727149285,10.1685647996506,0.0473893,30,0,0,1,1.3255005,14206.95672025,-21.31021512221544
228.95263082433,10.14675094622787,0.0457146,69,0,0,1,1.1379004,13704.8942205,-20.155888742674705
228.987380340265,9.114074191372596,0.0451093,63,0,0,1,1.0889997,13523.42982025,-20.49154378936587
229.0134967949429,10.50650783026479,0.0210817,28,0,1,0,1.0981998,6320.13554725,-19.416742112595585
229.4148029098405,9.964974073115208,0.030005,34,0,1,0,1.2255001,8995.2739625,-20.191981676639244
229.884573188651,9.396742168264275,0.0545542,46,0,1,0,1.3053999,16354.9400035,-21.62735483428741
230.6644747886871,9.71193243001488,0.0544314,61,0,0,1,1.1167002,16318.125484499998,-20.72076138036914
230.4934507646435,9.400334533951265,0.0331059,31,0,0,1,1.0782995,9924.90052575,-20.623440791735902
230.2520391818838,9.594296148452031,0.0544099,25,0,0,1,1.8507004,16311.679945749998,-20.554803397748046
230.2326267407029,9.863272883739004,0.04738,37,1,0,0,0.9433994,14204.16865,-19.42238830867764
230.4860383912533,10.56751018644101,0.021384,33,1,0,0,0.75650024,6410.76282,-19.863557973686994
229.9605235868022,9.516182746237325,0.0335563,28,0,0,1,0.6350002,10059.927067749999,-19.130284101270675
230.0556642033844,9.618819165544904,0.0448726,36,0,0,1,0.7838001,13452.4689355,-18.971319014007108
229.7342224745791,10.01276431025272,0.0331516,33,0,0,1,0.712801,9938.601043,-19.250735314979735
229.6538302244616,9.854364010099344,0.0328841,47,0,0,1,0.67100143,9858.40654925,-18.828943047557466
229.2819798988988,10.52398265804502,0.0210483,27,0,0,1,0.8416004,6310.122477749999,-17.611998091167315
228.7153425303047,10.25846846270559,0.054839,21,0,0,1,1.4615002,16440.3209075,-22.960161334902367
228.8447357506218,10.56763444078238,0.0495724,41,0,0,1,0.77220154,14861.433727000001,-20.03741268031768
228.8938759622065,10.60510369094162,0.0494913,35,0,0,1,0.81150055,14837.120555250001,-20.199657356504417
229.2778132057978,11.36293550997662,0.0463636,47,1,0,0,0.7674999,13899.459552999999,-20.15369919946876
229.4913075360446,11.11376756349663,0.0306305,71,1,0,0,0.6140003,9182.79417125,-18.315683335240678
230.0796984500708,11.34535954532335,0.0214875,31,0,1,0,1.0914001,6441.79134375,-19.981542769714075
