19.4 326.03 0.0
14.74 516.21997 0.0
4.8 185.84 0.0
4.66 1773.40002 0.0
1.78 798.5 0.0
10.3 993.3 0.0
0.91 30.3506 0.0
1.99 452.8 0.0
0.86 883.0 0.0
13.82 335.10001 0.0
7.1 269.3 0.0
3.88 479.1 0.0
2.53 1078.0 0.0
0.54 2391.0 0.0
1.64 14002.0 0.0
0.472 4.230785 0.0
0.8306 14.65152 0.0
0.1714 44.4175 0.0
3.878 4825.0 0.0
0.025419999999999998 0.736539 0.0
0.141 262.0 0.0
2.01 934.3 0.0
0.016 4.215 0.0
0.057 38.021 0.0
0.072 123.01 0.0
1.85 735.1 0.0
0.87 996.0 0.0
7.416 116.688 0.0
3.0 691.9 0.0
1.31 93.4 0.0
5.3 952.7 0.0
3.2 181.4 0.0
0.18 8.46321 1.0
6.4 481.9 0.0
1.04 268.94 0.0
1.061 153.22 0.0
1.11 137.48 0.0
55.59 379.63 0.0
12.47 621.99 0.0
4.2 578.2 0.0
0.07 41.6855 1.0
0.91 392.6 0.0
1.7 733.0 0.0
1.6 2590.0 0.0
0.027 3.8728 0.0
0.17 125.94 0.0
0.04 5.6 0.0
0.33 237.6 0.0
0.59 3.48777 0.0
0.65 1634.0 0.0
0.04836 74.2 0.0
9.78 714.29999 0.0
5.1 655.6 0.0
11.6 8.9891 0.0
1.03 1.5089557 1.0
2.75 13.2406 1.0
2.33 2.99433 1.0
0.917 2.828042 1.0
1.308 4.03519 1.0
7.6 1.51214 1.0
0.535 5.35227 1.0
2.43 3.7681 1.0
3.47 1.9000693 1.0
1.11 3.89713 1.0
3.47 1.7429935 1.0
4.3 9.24285 1.0
17.0 1675.0 0.0
2.26 2.72474 1.0
0.038 9.75598 1.0
2.8 3.6313 1.0
0.018 5.1134 1.0
0.088 11.759 1.0
0.27 4.86069 1.0
0.52 4.20474 1.0
10.39 3.57532 1.0
0.484 5.20851 1.0
0.85 2.85057 1.0
21.66 4.2568 1.0
2.9 9.06005 1.0
0.84 4.62941 1.0
0.72 9.20205 1.0
0.467 4.0378962 1.0
2.96 8.886593 1.0
0.01 0.85359163 1.0
0.026430000000000002 3.698 0.0
0.22 6.21229 1.0
0.84 95.272656 1.0
0.15 6.71837 1.0
0.07636 18.57 0.0
0.0302 6.584 0.0
0.01054 2.882 0.0
0.01299 5.516 0.0
0.437 5.2072 0.0
0.00812 6.6732 0.0
3.0 6.180235 1.0
13.0 3650.0 1.0
0.027530000000000002 3.5951 1.0
0.04616 15.624 1.0
0.03203 35.747 1.0
0.0043100000000000005 3.204 0.0
0.00547 6.689 0.0
0.0051600000000000005 13.031 0.0
0.005220000000000001 1.628931 1.0
0.00831 8.929 0.0
0.30425 41.38 0.0
0.21414 532.58 0.0
0.0197 1.58040456 1.0
0.00658 0.5182349 1.0
0.023280000000000002 3.6511 0.0
0.07142000000000001 35.61253 1.0
0.00953 11.4407 0.0
0.11327000000000001 7600.0 0.0
0.03209 5.2354 0.0
0.03335 8.63182 0.0
0.0214 25.63058 0.0
0.0925 603.95116 0.0
0.82 2288.0 0.0
0.020419999999999997 17.133 0.0
0.02014 24.329 0.0
0.023790000000000002 106.3 0.0
0.05097 69.971 0.0
0.022869999999999998 121.995 0.0
0.02667 526.115 0.0
0.0409 15.819 0.0
0.00909 18.6498 0.0
0.00371 4.7234 0.0
3.37 133.71 0.0
0.0258 11.949 0.0
0.0056 1.22003 0.0
0.01315 5.974 0.0
0.03304 257.8 0.0
1.75282 695.66 0.0
1.6439599999999999 6739.323 0.0
2.3 4100.0 0.0
0.07406 30.5987 0.0
0.06636 122.6196 0.0
0.02391 48.1345 0.0
0.010320000000000001 13.2543 0.0
0.00636 5.3636 0.0
0.00727 40.54 0.0
0.0208 14.207 0.0
0.032310000000000005 24.45 0.0
0.04373 3.3366496 0.0
