6.550009971129597943e+03 1.001523689737956024e+00
6.550062822318350300e+03 9.893651124277430542e-01
6.550115668602297774e+03 9.745777447700382234e-01
6.550168509980906492e+03 9.593513170496037468e-01
6.550221346453637125e+03 9.524551454014326124e-01
6.550274178019951250e+03 9.697066698766551029e-01
6.550327004679317724e+03 9.832039221548778407e-01
6.550379826431194488e+03 9.853555370603611641e-01
6.550432643275047667e+03 9.889669067266799729e-01
6.550485455210341570e+03 9.969511850123553565e-01
6.550538262236535957e+03 9.936271381671952785e-01
6.550591064353096044e+03 9.860246364582574419e-01
6.550643861559485231e+03 9.985335020977580411e-01
6.550696653855165096e+03 9.878070720693095108e-01
6.550749441239600856e+03 9.837119561601069817e-01
6.550802223712254090e+03 9.773441675554074282e-01
6.550855001272587288e+03 9.841032350255419781e-01
6.550907773920065665e+03 9.964483684267185781e-01
6.550960541654152621e+03 9.888193394519381174e-01
6.551013304474305187e+03 9.824956593317848430e-01
6.551066062379990399e+03 9.874460764587316142e-01
6.551118815370669836e+03 1.001537866797589382e+00
6.551171563445811444e+03 9.968815783975213396e-01
6.551224306604867706e+03 9.975776709319312818e-01
6.551277044847310208e+03 9.858009094904602865e-01
6.551329778172596889e+03 9.654227460650568471e-01
6.551382506580192967e+03 9.802348047720242930e-01
6.551435230069556383e+03 9.703792571770917252e-01
6.551487948640155992e+03 9.512669862637592733e-01
6.551540662291451554e+03 9.420337833038097131e-01
6.551593371022901010e+03 9.036760026315532324e-01
6.551646074833975035e+03 8.854035133526102497e-01
6.551698773724127022e+03 9.010202430894987957e-01
6.551751467692825827e+03 9.675000626863146103e-01
6.551804156739529390e+03 9.761693141500191739e-01
6.551856840863702018e+03 1.001473320496761854e+00
6.551909520064808021e+03 1.005912916198426377e+00
6.551962194342303519e+03 9.850391445525605860e-01
6.552014863695654640e+03 1.001887434133827082e+00
6.552067528124323871e+03 9.697843489365869374e-01
6.552120187627772793e+03 9.578499582288447778e-01
6.552172842205462075e+03 9.454803737315190526e-01
6.552225491856853296e+03 9.154732449089330037e-01
6.552278136581406216e+03 9.587579331225629664e-01
6.552330776378586961e+03 9.598381278849058562e-01
6.552383411247855292e+03 9.653074866025154188e-01
6.552436041188671879e+03 9.732843852095869330e-01
6.552488666200498301e+03 9.829096204464630171e-01
6.552541286282801593e+03 9.585310516450558094e-01
6.552593901435033331e+03 9.563397908660792313e-01
6.552646511656661460e+03 9.602825461529630457e-01
6.552699116947150287e+03 9.626358669462451445e-01
6.552751717305952297e+03 9.888978916662409802e-01
6.552804312732532708e+03 9.901149106214000017e-01
6.552856903226359464e+03 9.704938057894442194e-01
6.552909488786881411e+03 9.727933137072252157e-01
6.552962069413570134e+03 9.760537536641916700e-01
6.553014645105879936e+03 9.805287803317985773e-01
6.553067215863276033e+03 1.002100685354705645e+00
6.553119781685219095e+03 9.837565984327800717e-01
6.553172342571167064e+03 9.792373547422120739e-01
6.553224898520584247e+03 9.831185935067990878e-01
6.553277449532926767e+03 9.961750280096909327e-01
6.553329995607665296e+03 9.824161117512775210e-01
6.553382536744247773e+03 9.782165355159228026e-01
6.553435072942143051e+03 9.615302055749687105e-01
6.553487604200808164e+03 9.675684965080417754e-01
6.553540130519711056e+03 9.843697267080756541e-01
6.553592651898300574e+03 9.861469879342277256e-01
6.553645168336045572e+03 9.968767634513577836e-01
6.553697679832401263e+03 9.853255477233681114e-01
6.553750186386833775e+03 9.631115540916158624e-01
6.553802687998801048e+03 9.772812198062833522e-01
6.553855184667761023e+03 9.719547502416349127e-01
6.553907676393177098e+03 9.987172176501225573e-01
6.553960163174509034e+03 9.693619376844925251e-01
6.554012645011215682e+03 9.876455098452833203e-01
6.554065121902757710e+03 9.442243650029424895e-01
6.554117593848591241e+03 8.474188042105199603e-01
6.554170060848184221e+03 7.425404473836210162e-01
6.554222522900991862e+03 7.059389784762241105e-01
6.554274980006474834e+03 8.203594118094383880e-01
6.554327432164090169e+03 9.152795011745156195e-01
6.554379879373302174e+03 9.678350548357098626e-01
6.554432321633570609e+03 9.772094205428804026e-01
6.554484758944350688e+03 9.868916291639884264e-01
6.554537191305102169e+03 9.678017118775845695e-01
6.554589618715291181e+03 9.774193105796714631e-01
6.554642041174370206e+03 9.706902855970729327e-01
6.554694458681803553e+03 9.620826685147091384e-01
6.554746871237046435e+03 9.515469577749585683e-01
6.554799278839562248e+03 9.422478914235909997e-01
6.554851681488806207e+03 9.506651738678703056e-01
6.554904079184242619e+03 9.628222514818572941e-01
6.554956471925324877e+03 9.720569349675977078e-01
6.555008859711514560e+03 9.688260921079402399e-01
6.555061242542275068e+03 9.458795265699248001e-01
6.555113620417057973e+03 9.376386661345156304e-01
6.555165993335325766e+03 9.439765031676862206e-01
6.555218361296538205e+03 9.438603555487738994e-01
6.555270724300153233e+03 9.218447927029150835e-01
6.555323082345633338e+03 8.823110330716074090e-01
6.555375435432425547e+03 8.048007478887282407e-01
6.555427783560003263e+03 8.193519834744935615e-01
6.555480126727814422e+03 8.392430933253124392e-01
6.555532464935326061e+03 8.994659786346731467e-01
6.555584798181990664e+03 9.267031074698863780e-01
6.555637126467266171e+03 9.580322150896577460e-01
6.555689449790615981e+03 9.520375562087394217e-01
6.555741768151491669e+03 9.337793216902393612e-01
6.555794081549359362e+03 9.338723576351110056e-01
6.555846389983671543e+03 9.252636818125032914e-01
6.555898693453888882e+03 9.047698738858107603e-01
6.555950991959469320e+03 8.282579201221027532e-01
6.556003285499868980e+03 7.106238979461896310e-01
6.556055574074545802e+03 6.756960457174334689e-01
6.556107857682963186e+03 7.852636347856488674e-01
6.556160136324572704e+03 8.930172408340166790e-01
6.556212409998835938e+03 9.560482133880968680e-01
6.556264678705207189e+03 9.575322922456361852e-01
6.556316942443144399e+03 9.389932445554504126e-01
6.556369201212111875e+03 9.652142163010363207e-01
6.556421455011562102e+03 9.603870269229948242e-01
6.556473703840950293e+03 9.660680710856276443e-01
6.556525947699735298e+03 9.504147541129508436e-01
